#Network | Station | Location | Channel | Latitude | Longitude | Elevation | Depth | Azimuth | Dip | SensorDescription | Scale | ScaleFreq | ScaleUnits | SampleRate | StartTime | EndTime

#DATACENTER=IRISPH5,http://ds.iris.edu
ZE|1302||DPZ|64.531057|-149.074189|112.0|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1303||DP1|64.537579|-149.083163|111.0|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1303||DP2|64.537579|-149.083163|111.0|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1303||DPZ|64.537579|-149.083163|111.0|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1304||DP1|64.549804|-149.083236|111.3|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1304||DP2|64.549804|-149.083236|111.3|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1304||DPZ|64.549804|-149.083236|111.3|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1305||DP1|64.556227|-149.097445|110.9|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1305||DP2|64.556227|-149.097445|110.9|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1305||DPZ|64.556227|-149.097445|110.9|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1306||DP1|64.563274|-149.1011|108.7|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1306||DP2|64.563274|-149.1011|108.7|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1306||DPZ|64.563274|-149.1011|108.7|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1500||DP1|63.445914|-148.78948|615.4|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1500||DP2|63.445914|-148.78948|615.4|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1500||DPZ|63.445914|-148.78948|615.4|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1501||DP1|63.446236|-148.789615|616.1|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1501||DP2|63.446236|-148.789615|616.1|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1501||DPZ|63.446236|-148.789615|616.1|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1502||DP1|63.446553|-148.789661|616.2|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1502||DP2|63.446553|-148.789661|616.2|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1502||DPZ|63.446553|-148.789661|616.2|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1503||DP1|63.446836|-148.789836|617.2|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1503||DP2|63.446836|-148.789836|617.2|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1503||DPZ|63.446836|-148.789836|617.2|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1504||DP1|63.447213|-148.789897|615.8|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1504||DP2|63.447213|-148.789897|615.8|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1504||DPZ|63.447213|-148.789897|615.8|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1505||DP1|63.447551|-148.789934|615.0|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1505||DP2|63.447551|-148.789934|615.0|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1505||DPZ|63.447551|-148.789934|615.0|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1506||DP1|63.447896|-148.790088|616.0|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1506||DP2|63.447896|-148.790088|616.0|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1506||DPZ|63.447896|-148.790088|616.0|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1507||DP1|63.44819|-148.790264|616.3|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1507||DP2|63.44819|-148.790264|616.3|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1507||DPZ|63.44819|-148.790264|616.3|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1508||DP1|63.448508|-148.790185|616.6|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1508||DP2|63.448508|-148.790185|616.6|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1508||DPZ|63.448508|-148.790185|616.6|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1509||DP1|63.448852|-148.790197|615.6|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1509||DP2|63.448852|-148.790197|615.6|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1509||DPZ|63.448852|-148.790197|615.6|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1510||DP1|63.449241|-148.790362|615.1|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1510||DP2|63.449241|-148.790362|615.1|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1510||DPZ|63.449241|-148.790362|615.1|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1511||DP1|63.44952|-148.790477|616.4|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1511||DP2|63.44952|-148.790477|616.4|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1511||DPZ|63.44952|-148.790477|616.4|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1512||DP1|63.449803|-148.790494|615.2|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1512||DP2|63.449803|-148.790494|615.2|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1512||DPZ|63.449803|-148.790494|615.2|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1513||DP1|63.45007|-148.790671|612.6|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1513||DP2|63.45007|-148.790671|612.6|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1513||DPZ|63.45007|-148.790671|612.6|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1514||DP1|63.450431|-148.790858|613.1|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1514||DP2|63.450431|-148.790858|613.1|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1514||DPZ|63.450431|-148.790858|613.1|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1515||DP1|63.450754|-148.79104|616.0|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1515||DP2|63.450754|-148.79104|616.0|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1515||DPZ|63.450754|-148.79104|616.0|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1516||DP1|63.450937|-148.791153|614.9|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1516||DP2|63.450937|-148.791153|614.9|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1516||DPZ|63.450937|-148.791153|614.9|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1517||DP1|63.451104|-148.791243|613.5|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1517||DP2|63.451104|-148.791243|613.5|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1517||DPZ|63.451104|-148.791243|613.5|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1518||DP1|63.45127|-148.791476|612.5|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1518||DP2|63.45127|-148.791476|612.5|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1518||DPZ|63.45127|-148.791476|612.5|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1519||DP1|63.451442|-148.79145|612.3|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1519||DP2|63.451442|-148.79145|612.3|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1519||DPZ|63.451442|-148.79145|612.3|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1520||DP1|63.451605|-148.791301|613.2|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1520||DP2|63.451605|-148.791301|613.2|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1520||DPZ|63.451605|-148.791301|613.2|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1521||DP1|63.451787|-148.791193|613.9|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1521||DP2|63.451787|-148.791193|613.9|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1521||DPZ|63.451787|-148.791193|613.9|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1522||DP1|63.451893|-148.79123|617.2|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1522||DP2|63.451893|-148.79123|617.2|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1522||DPZ|63.451893|-148.79123|617.2|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1523||DP1|63.451952|-148.791249|619.0|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1523||DP2|63.451952|-148.791249|619.0|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1523||DPZ|63.451952|-148.791249|619.0|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1524||DP1|63.452018|-148.79134|621.3|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1524||DP2|63.452018|-148.79134|621.3|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1524||DPZ|63.452018|-148.79134|621.3|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1525||DP1|63.4521|-148.791407|628.5|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1525||DP2|63.4521|-148.791407|628.5|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1525||DPZ|63.4521|-148.791407|628.5|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1526||DP1|63.452176|-148.791406|630.1|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1526||DP2|63.452176|-148.791406|630.1|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1526||DPZ|63.452176|-148.791406|630.1|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1527||DP1|63.452247|-148.791487|631.5|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1527||DP2|63.452247|-148.791487|631.5|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1527||DPZ|63.452247|-148.791487|631.5|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1528||DP1|63.452327|-148.791603|633.1|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1528||DP2|63.452327|-148.791603|633.1|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1528||DPZ|63.452327|-148.791603|633.1|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1529||DP1|63.452409|-148.791717|633.2|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1529||DP2|63.452409|-148.791717|633.2|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1529||DPZ|63.452409|-148.791717|633.2|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1530||DP1|63.452488|-148.791794|633.7|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1530||DP2|63.452488|-148.791794|633.7|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1530||DPZ|63.452488|-148.791794|633.7|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1531||DP1|63.452583|-148.79185|633.9|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1531||DP2|63.452583|-148.79185|633.9|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1531||DPZ|63.452583|-148.79185|633.9|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1532||DP1|63.452664|-148.791964|634.0|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1532||DP2|63.452664|-148.791964|634.0|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1532||DPZ|63.452664|-148.791964|634.0|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1533||DP1|63.452698|-148.792021|634.1|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1533||DP2|63.452698|-148.792021|634.1|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1533||DPZ|63.452698|-148.792021|634.1|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1534||DP1|63.452752|-148.792072|634.9|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1534||DP2|63.452752|-148.792072|634.9|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1534||DPZ|63.452752|-148.792072|634.9|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1535||DP1|63.452804|-148.792049|635.5|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1535||DP2|63.452804|-148.792049|635.5|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1535||DPZ|63.452804|-148.792049|635.5|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1536||DP1|63.452862|-148.792055|638.5|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1536||DP2|63.452862|-148.792055|638.5|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
